x	y	z	g
295	225	265	0.096548978
480	200	280	0.096548978
465	210	265	0.096548978
400	240	305	0.096548978
500	280	215	0.096548978
530	285	195	0.096548978
445	130	215	0.096548978
310	205	110	0.097418788
300	225	100	0.097418788
220	190	91	0.097418788
200	160	91	0.097418788
230	160	71	0.097418788
215	180	61	0.097418788
305	245	265	0.097418788
315	195	260	0.097418788
280	180	185	0.097418788
430	205	204	0.097418788
440	195	204	0.097418788
460	195	199	0.097418788
510	200	305	0.097418788
480	210	280	0.097418788
470	200	250	0.097418788
290	225	85	0.098288599
225	160	71	0.098288599
290	180	210	0.098288599
275	180	205	0.098288599
295	180	195	0.098288599
235	200	170	0.098288599
445	200	199	0.098288599
480	235	189	0.098288599
460	200	184	0.098288599
495	200	295	0.098288599
475	210	295	0.098288599
455	275	280	0.098288599
400	230	300	0.098288599
390	240	275	0.098288599
500	280	200	0.098288599
325	230	100	0.099158409
325	240	100	0.099158409
205	150	96	0.099158409
165	195	61	0.099158409
315	185	240	0.099158409
280	185	200	0.099158409
465	215	194	0.099158409
495	235	194	0.099158409
490	230	189	0.099158409
475	210	280	0.099158409
390	250	295	0.099158409
530	295	220	0.099158409
515	285	220	0.099158409
500	300	200	0.099158409
490	275	190	0.099158409
450	135	225	0.099158409
320	225	95	0.10002822
225	190	81	0.10002822
155	190	46	0.10002822
460	195	194	0.10002822
440	195	189	0.10002822
495	240	189	0.10002822
475	215	295	0.10002822
465	200	250	0.10002822
480	310	270	0.10002822
445	305	225	0.10002822
470	220	140	0.10002822
465	215	130	0.10002822
510	280	190	0.10002822
495	290	175	0.10002822
475	135	235	0.10002822
470	135	235	0.10002822
345	190	80	0.100898031
195	155	91	0.100898031
220	190	86	0.100898031
190	170	76	0.100898031
160	200	71	0.100898031
220	175	51	0.100898031
305	190	250	0.100898031
460	200	199	0.100898031
445	230	189	0.100898031
445	235	169	0.100898031
395	240	275	0.100898031
310	200	110	0.101767841
325	230	105	0.101767841
205	155	101	0.101767841
210	170	96	0.101767841
225	195	81	0.101767841
210	165	76	0.101767841
170	195	56	0.101767841
305	225	260	0.101767841
300	230	260	0.101767841
305	230	245	0.101767841
470	200	199	0.101767841
465	245	194	0.101767841
490	245	184	0.101767841
530	210	310	0.101767841
495	205	295	0.101767841
505	280	215	0.101767841
500	290	185	0.101767841
500	295	180	0.101767841
445	135	225	0.101767841
340	205	130	0.102637652
340	230	110	0.102637652
310	205	100	0.102637652
335	190	75	0.102637652
205	175	111	0.102637652
225	185	96	0.102637652
195	190	86	0.102637652
220	190	81	0.102637652
220	190	76	0.102637652
195	160	66	0.102637652
205	190	61	0.102637652
175	195	56	0.102637652
305	230	270	0.102637652
440	215	214	0.102637652
435	190	194	0.102637652
440	235	194	0.102637652
495	230	189	0.102637652
470	210	285	0.102637652
520	280	220	0.102637652
445	135	215	0.102637652
470	130	210	0.102637652
435	135	210	0.102637652
440	140	200	0.102637652
340	230	105	0.103507462
330	190	75	0.103507462
220	190	61	0.103507462
175	190	51	0.103507462
175	185	36	0.103507462
200	180	16	0.103507462
320	185	255	0.103507462
470	205	204	0.103507462
450	195	179	0.103507462
450	225	174	0.103507462
435	220	130	0.103507462
510	275	210	0.103507462
440	135	220	0.103507462
350	185	70	0.104377273
215	185	86	0.104377273
190	190	86	0.104377273
185	165	61	0.104377273
215	175	46	0.104377273
290	225	245	0.104377273
445	195	199	0.104377273
460	195	169	0.104377273
465	210	110	0.104377273
500	290	195	0.104377273
375	200	130	0.105247084
365	200	120	0.105247084
355	200	110	0.105247084
335	195	105	0.105247084
305	200	85	0.105247084
340	190	80	0.105247084
350	190	80	0.105247084
175	200	71	0.105247084
300	225	265	0.105247084
475	240	199	0.105247084
465	250	189	0.105247084
480	210	295	0.105247084
400	235	295	0.105247084
510	300	215	0.105247084
510	280	200	0.105247084
355	200	100	0.106116894
205	185	86	0.106116894
215	180	76	0.106116894
175	200	66	0.106116894
160	190	46	0.106116894
235	190	205	0.106116894
455	195	199	0.106116894
420	235	179	0.106116894
510	285	220	0.106116894
510	280	215	0.106116894
505	280	195	0.106116894
330	230	115	0.106986705
330	195	100	0.106986705
340	225	100	0.106986705
200	160	101	0.106986705
180	155	86	0.106986705
220	165	76	0.106986705
190	170	71	0.106986705
210	180	66	0.106986705
285	225	225	0.106986705
265	180	200	0.106986705
465	220	209	0.106986705
460	195	184	0.106986705
480	240	184	0.106986705
460	275	280	0.106986705
465	220	140	0.106986705
430	220	135	0.106986705
370	205	130	0.107856515
375	205	130	0.107856515
200	175	111	0.107856515
315	240	280	0.107856515
315	245	280	0.107856515
310	185	240	0.107856515
280	190	225	0.107856515
445	195	204	0.107856515
440	195	184	0.107856515
445	200	179	0.107856515
480	245	174	0.107856515
495	205	290	0.107856515
480	205	275	0.107856515
450	230	220	0.107856515
505	275	210	0.107856515
490	280	190	0.107856515
450	135	210	0.107856515
335	225	100	0.108726326
335	225	85	0.108726326
205	160	101	0.108726326
175	160	86	0.108726326
225	160	76	0.108726326
145	195	46	0.108726326
195	185	31	0.108726326
315	200	285	0.108726326
340	185	275	0.108726326
280	215	220	0.108726326
455	200	194	0.108726326
485	205	280	0.108726326
460	300	235	0.108726326
395	235	300	0.108726326
440	130	220	0.108726326
350	205	120	0.109596137
355	220	115	0.109596137
315	205	100	0.109596137
330	200	55	0.109596137
235	180	86	0.109596137
195	170	76	0.109596137
300	235	270	0.109596137
310	185	250	0.109596137
460	240	199	0.109596137
450	195	169	0.109596137
485	205	275	0.109596137
445	305	250	0.109596137
515	280	215	0.109596137
475	135	220	0.109596137
305	230	105	0.110465947
210	175	111	0.110465947
220	150	91	0.110465947
180	165	91	0.110465947
210	200	71	0.110465947
325	185	255	0.110465947
275	205	185	0.110465947
460	220	204	0.110465947
465	200	184	0.110465947
465	235	184	0.110465947
455	240	179	0.110465947
490	215	280	0.110465947
460	305	250	0.110465947
440	295	230	0.110465947
505	305	195	0.110465947
350	200	110	0.111335758
215	150	91	0.111335758
225	190	76	0.111335758
215	165	71	0.111335758
210	175	36	0.111335758
305	225	250	0.111335758
310	190	245	0.111335758
490	235	194	0.111335758
460	220	120	0.111335758
445	205	90	0.111335758
520	285	220	0.111335758
505	305	205	0.111335758
505	290	195	0.111335758
355	205	125	0.112205569
345	205	120	0.112205569
325	190	95	0.112205569
305	235	270	0.112205569
290	180	190	0.112205569
230	185	190	0.112205569
455	240	194	0.112205569
475	215	189	0.112205569
455	210	184	0.112205569
495	205	285	0.112205569
470	205	275	0.112205569
510	215	270	0.112205569
395	245	305	0.112205569
525	295	205	0.112205569
475	135	230	0.112205569
350	220	115	0.113075379
345	190	85	0.113075379
190	160	81	0.113075379
160	195	56	0.113075379
305	225	270	0.113075379
460	210	184	0.113075379
475	210	290	0.113075379
485	210	280	0.113075379
410	230	300	0.113075379
435	140	200	0.113075379
320	230	100	0.11394519
315	225	95	0.11394519
300	190	85	0.11394519
205	190	91	0.11394519
190	155	76	0.11394519
165	205	46	0.11394519
320	190	255	0.11394519
450	210	199	0.11394519
475	235	189	0.11394519
490	240	189	0.11394519
390	245	305	0.11394519
505	285	215	0.11394519
515	305	210	0.11394519
320	240	100	0.114815
295	195	90	0.114815
290	190	75	0.114815
330	195	45	0.114815
205	180	66	0.114815
220	180	61	0.114815
185	205	51	0.114815
240	190	210	0.114815
270	180	205	0.114815
270	180	200	0.114815
235	185	190	0.114815
460	215	194	0.114815
435	205	189	0.114815
490	205	280	0.114815
470	200	265	0.114815
440	300	235	0.114815
500	285	215	0.114815
510	280	195	0.114815
505	295	185	0.114815
310	240	105	0.115684811
305	220	90	0.115684811
340	190	85	0.115684811
210	155	96	0.115684811
235	165	86	0.115684811
325	200	285	0.115684811
315	190	250	0.115684811
430	210	204	0.115684811
445	195	179	0.115684811
490	200	295	0.115684811
515	205	285	0.115684811
440	135	215	0.115684811
325	205	125	0.116554622
300	195	85	0.116554622
295	220	80	0.116554622
185	190	51	0.116554622
300	195	265	0.116554622
290	185	220	0.116554622
290	215	220	0.116554622
295	180	210	0.116554622
280	175	190	0.116554622
435	210	204	0.116554622
480	205	194	0.116554622
430	205	189	0.116554622
460	195	179	0.116554622
510	205	280	0.116554622
525	295	220	0.116554622
515	300	215	0.116554622
495	290	190	0.116554622
335	230	105	0.117424432
320	195	100	0.117424432
200	185	46	0.117424432
160	185	36	0.117424432
300	235	280	0.117424432
470	240	199	0.117424432
415	235	179	0.117424432
380	235	305	0.117424432
520	300	215	0.117424432
505	295	200	0.117424432
525	290	195	0.117424432
500	295	185	0.117424432
485	290	180	0.117424432
420	170	185	0.117424432
345	205	125	0.118294243
325	235	110	0.118294243
325	205	90	0.118294243
215	170	96	0.118294243
200	195	61	0.118294243
195	190	61	0.118294243
215	175	51	0.118294243
300	225	260	0.118294243
275	185	225	0.118294243
270	220	215	0.118294243
215	185	190	0.118294243
465	220	199	0.118294243
450	200	174	0.118294243
485	205	270	0.118294243
400	245	290	0.118294243
495	280	200	0.118294243
495	295	200	0.118294243
515	290	180	0.118294243
345	225	105	0.119164053
300	205	100	0.119164053
355	195	95	0.119164053
335	190	85	0.119164053
200	180	71	0.119164053
295	220	230	0.119164053
240	190	205	0.119164053
485	235	204	0.119164053
490	205	275	0.119164053
475	200	265	0.119164053
455	300	235	0.119164053
470	215	140	0.119164053
505	290	215	0.119164053
455	135	215	0.119164053
285	190	225	0.120033864
280	210	200	0.120033864
495	235	199	0.120033864
450	195	184	0.120033864
445	200	174	0.120033864
475	205	250	0.120033864
445	310	265	0.120033864
395	230	300	0.120033864
450	215	140	0.120033864
345	205	130	0.120903675
315	195	110	0.120903675
330	235	110	0.120903675
310	230	105	0.120903675
175	165	81	0.120903675
210	175	51	0.120903675
325	195	280	0.120903675
295	225	245	0.120903675
245	190	210	0.120903675
500	225	204	0.120903675
485	245	184	0.120903675
470	205	265	0.120903675
520	290	195	0.120903675
520	290	180	0.120903675
455	135	225	0.120903675
430	135	185	0.120903675
370	200	135	0.121773485
350	205	125	0.121773485
305	190	80	0.121773485
330	190	70	0.121773485
345	185	70	0.121773485
200	190	101	0.121773485
225	190	91	0.121773485
240	165	86	0.121773485
310	185	245	0.121773485
285	215	220	0.121773485
295	180	185	0.121773485
475	205	204	0.121773485
455	300	225	0.121773485
400	240	275	0.121773485
455	215	105	0.121773485
510	305	210	0.121773485
425	165	195	0.121773485
430	160	185	0.121773485
350	225	115	0.122643296
215	190	81	0.122643296
185	185	31	0.122643296
280	185	210	0.122643296
275	185	200	0.122643296
275	180	185	0.122643296
505	215	270	0.122643296
475	200	250	0.122643296
410	235	295	0.122643296
455	220	115	0.122643296
350	200	100	0.123513106
310	225	95	0.123513106
220	190	96	0.123513106
190	165	96	0.123513106
220	195	81	0.123513106
205	200	71	0.123513106
165	195	71	0.123513106
180	200	66	0.123513106
210	195	61	0.123513106
175	195	41	0.123513106
300	190	255	0.123513106
250	190	210	0.123513106
290	180	185	0.123513106
480	240	199	0.123513106
475	245	184	0.123513106
450	195	174	0.123513106
470	310	260	0.123513106
405	235	300	0.123513106
500	300	205	0.123513106
485	140	235	0.123513106
425	170	185	0.123513106
345	195	130	0.124382917
330	240	100	0.124382917
350	190	85	0.124382917
325	185	45	0.124382917
190	155	101	0.124382917
230	170	96	0.124382917
205	160	71	0.124382917
160	195	41	0.124382917
275	215	215	0.124382917
280	215	200	0.124382917
445	240	194	0.124382917
465	210	275	0.124382917
480	205	260	0.124382917
480	200	250	0.124382917
390	235	305	0.124382917
470	215	130	0.124382917
430	215	125	0.124382917
515	285	225	0.124382917
445	155	185	0.124382917
335	205	125	0.125252728
225	180	81	0.125252728
215	180	66	0.125252728
310	225	245	0.125252728
290	175	205	0.125252728
425	205	204	0.125252728
445	235	194	0.125252728
460	195	189	0.125252728
525	210	310	0.125252728
470	205	285	0.125252728
450	280	275	0.125252728
405	240	300	0.125252728
510	275	215	0.125252728
515	290	210	0.125252728
490	290	175	0.125252728
485	140	230	0.125252728
480	140	230	0.125252728
375	200	135	0.126122538
315	205	110	0.126122538
290	220	90	0.126122538
310	200	90	0.126122538
230	190	96	0.126122538
220	160	76	0.126122538
160	195	61	0.126122538
205	190	46	0.126122538
295	185	220	0.126122538
455	215	209	0.126122538
460	200	204	0.126122538
450	235	194	0.126122538
470	245	194	0.126122538
445	195	189	0.126122538
475	245	174	0.126122538
490	205	270	0.126122538
525	275	215	0.126122538
495	295	210	0.126122538
510	295	205	0.126122538
500	295	200	0.126122538
475	130	210	0.126122538
355	205	130	0.126992349
340	220	120	0.126992349
350	220	100	0.126992349
200	155	91	0.126992349
195	155	76	0.126992349
315	195	270	0.126992349
300	225	270	0.126992349
325	190	260	0.126992349
280	220	230	0.126992349
265	220	210	0.126992349
450	195	204	0.126992349
480	205	295	0.126992349
500	210	275	0.126992349
495	210	275	0.126992349
340	225	110	0.127862159
355	220	100	0.127862159
345	195	85	0.127862159
300	230	245	0.127862159
500	230	194	0.127862159
450	230	189	0.127862159
500	215	275	0.127862159
480	210	245	0.127862159
510	305	215	0.127862159
525	280	200	0.127862159
360	195	95	0.12873197
315	190	85	0.12873197
175	205	51	0.12873197
190	190	26	0.12873197
295	225	260	0.12873197
450	195	199	0.12873197
455	200	184	0.12873197
475	205	285	0.12873197
475	215	265	0.12873197
485	200	260	0.12873197
390	230	300	0.12873197
495	280	210	0.12873197
290	225	90	0.129601781
335	225	90	0.129601781
340	220	85	0.129601781
330	185	55	0.129601781
210	160	106	0.129601781
205	190	101	0.129601781
215	160	96	0.129601781
210	190	91	0.129601781
180	170	56	0.129601781
295	230	260	0.129601781
310	190	250	0.129601781
265	210	225	0.129601781
410	245	189	0.129601781
445	235	164	0.129601781
520	215	290	0.129601781
500	205	280	0.129601781
475	200	280	0.129601781
480	210	265	0.129601781
505	225	245	0.129601781
455	220	120	0.129601781
525	290	185	0.129601781
480	130	220	0.129601781
450	135	215	0.129601781
440	130	215	0.129601781
340	220	125	0.130471591
375	200	125	0.130471591
330	220	90	0.130471591
225	185	66	0.130471591
180	185	36	0.130471591
280	185	225	0.130471591
