x	y	z	g
115	175	110	3.334791531
250	215	155	3.334791531
325	185	35	3.334791531
155	190	220	3.334791531
175	215	195	3.334791531
160	230	135	3.358878128
150	185	130	3.358878128
205	180	105	3.358878128
80	210	155	3.358878128
90	210	140	3.358878128
240	175	160	3.358878128
155	220	130	3.382964725
165	190	110	3.382964725
185	180	90	3.382964725
235	185	75	3.382964725
100	220	120	3.382964725
310	200	80	3.382964725
185	185	125	3.407051321
195	180	115	3.407051321
205	190	115	3.407051321
190	185	110	3.407051321
175	185	95	3.407051321
180	185	95	3.407051321
155	205	140	3.431137918
190	230	120	3.431137918
175	190	95	3.431137918
115	185	105	3.431137918
160	195	220	3.431137918
175	220	135	3.455224515
200	180	105	3.455224515
200	190	85	3.455224515
210	235	85	3.455224515
190	175	80	3.455224515
195	220	60	3.455224515
145	195	230	3.455224515
175	190	140	3.479311111
180	220	135	3.479311111
170	190	130	3.479311111
175	220	125	3.479311111
190	240	105	3.479311111
200	175	100	3.479311111
205	200	90	3.479311111
195	185	85	3.479311111
75	190	150	3.479311111
95	180	140	3.479311111
90	200	105	3.479311111
170	225	225	3.479311111
165	220	220	3.479311111
175	185	190	3.479311111
190	240	125	3.503397708
180	180	95	3.503397708
195	180	85	3.503397708
210	180	75	3.503397708
205	215	70	3.503397708
80	215	140	3.503397708
310	210	40	3.503397708
175	220	225	3.503397708
200	240	125	3.527484305
160	180	120	3.527484305
175	190	100	3.527484305
235	220	80	3.527484305
245	215	160	3.527484305
260	180	145	3.527484305
200	245	125	3.551570901
190	225	110	3.551570901
215	240	110	3.551570901
195	190	85	3.551570901
200	175	75	3.551570901
215	215	70	3.551570901
225	220	70	3.551570901
240	180	50	3.551570901
155	215	215	3.551570901
175	225	130	3.575657498
175	220	115	3.575657498
215	240	95	3.575657498
210	210	55	3.575657498
105	225	120	3.575657498
180	215	205	3.575657498
185	185	110	3.599744094
205	250	110	3.599744094
195	240	105	3.599744094
195	190	100	3.599744094
210	235	90	3.599744094
230	215	70	3.599744094
70	195	165	3.599744094
260	180	140	3.599744094
165	220	230	3.599744094
150	200	130	3.623830691
200	220	120	3.623830691
165	200	115	3.623830691
205	235	115	3.623830691
200	235	105	3.623830691
200	240	105	3.623830691
210	240	100	3.623830691
215	185	100	3.623830691
230	220	75	3.623830691
235	175	60	3.623830691
115	175	115	3.623830691
300	190	65	3.623830691
180	185	190	3.623830691
155	220	125	3.647917287
170	225	115	3.647917287
185	230	95	3.647917287
235	210	55	3.647917287
90	190	135	3.647917287
285	195	90	3.647917287
305	220	65	3.647917287
175	225	230	3.647917287
170	220	220	3.647917287
200	250	115	3.672003883
175	180	110	3.672003883
200	190	110	3.672003883
210	240	85	3.672003883
290	200	90	3.672003883
310	205	80	3.672003883
180	190	205	3.672003883
165	195	180	3.672003883
150	190	125	3.69609048
185	235	105	3.69609048
190	225	105	3.69609048
200	180	85	3.69609048
235	220	65	3.69609048
100	180	140	3.69609048
295	220	65	3.69609048
165	190	210	3.69609048
205	225	95	3.720177077
80	200	155	3.720177077
115	220	105	3.720177077
315	200	70	3.720177077
185	230	230	3.720177077
190	225	140	3.744263673
165	185	125	3.744263673
165	215	120	3.744263673
165	235	120	3.744263673
185	225	110	3.744263673
195	235	110	3.744263673
205	230	105	3.744263673
190	225	95	3.744263673
205	225	90	3.744263673
205	240	90	3.744263673
195	220	85	3.744263673
225	215	65	3.744263673
295	195	90	3.744263673
145	195	220	3.744263673
185	215	200	3.744263673
185	230	120	3.76835027
200	230	110	3.76835027
200	230	100	3.76835027
170	220	95	3.76835027
200	225	95	3.76835027
205	180	75	3.76835027
65	210	165	3.76835027
175	245	130	3.792436867
180	190	100	3.792436867
190	185	90	3.792436867
230	180	65	3.792436867
230	180	60	3.792436867
125	200	50	3.792436867
160	195	180	3.792436867
180	225	140	3.816523463
175	230	120	3.816523463
170	215	110	3.816523463
210	225	95	3.816523463
190	180	80	3.816523463
75	195	145	3.816523463
315	220	75	3.816523463
175	205	210	3.816523463
160	215	210	3.816523463
175	175	130	3.84061006
185	220	120	3.84061006
185	225	105	3.84061006
225	230	75	3.84061006
180	210	180	3.84061006
160	225	130	3.864696657
165	200	125	3.864696657
175	215	125	3.864696657
180	185	120	3.864696657
185	215	120	3.864696657
205	190	120	3.864696657
180	235	105	3.864696657
215	180	75	3.864696657
90	185	135	3.864696657
180	225	230	3.864696657
175	230	230	3.864696657
170	205	130	3.888783253
175	180	125	3.888783253
195	200	125	3.888783253
200	195	125	3.888783253
165	180	120	3.888783253
200	200	110	3.888783253
75	215	180	3.888783253
85	215	140	3.888783253
85	185	135	3.888783253
175	230	135	3.91286985
185	220	125	3.91286985
205	255	120	3.91286985
170	210	115	3.91286985
175	215	115	3.91286985
195	180	105	3.91286985
195	180	100	3.91286985
220	215	65	3.91286985
90	205	130	3.91286985
110	175	115	3.91286985
305	215	65	3.91286985
180	190	140	3.936956446
205	195	115	3.936956446
185	230	90	3.936956446
205	220	80	3.936956446
195	180	70	3.936956446
210	190	60	3.936956446
315	210	40	3.936956446
180	225	225	3.936956446
160	185	195	3.936956446
185	215	190	3.936956446
180	225	135	3.961043043
155	185	130	3.961043043
165	205	125	3.961043043
165	195	120	3.961043043
210	195	110	3.961043043
175	180	105	3.961043043
200	185	70	3.961043043
90	230	145	3.961043043
315	190	60	3.961043043
185	240	120	3.98512964
190	185	115	3.98512964
175	220	95	3.98512964
185	225	90	3.98512964
215	215	65	3.98512964
80	185	180	3.98512964
65	200	165	3.98512964
90	195	135	3.98512964
280	200	95	3.98512964
145	215	230	3.98512964
165	220	215	3.98512964
170	200	195	3.98512964
160	185	125	4.009216236
170	235	125	4.009216236
195	190	120	4.009216236
200	230	120	4.009216236
220	190	95	4.009216236
215	235	90	4.009216236
195	185	70	4.009216236
230	210	55	4.009216236
170	195	120	4.033302833
170	215	115	4.033302833
195	245	110	4.033302833
235	215	70	4.033302833
170	240	130	4.05738943
195	230	120	4.05738943
200	230	115	4.05738943
185	180	105	4.05738943
195	225	95	4.05738943
220	205	95	4.05738943
185	185	90	4.05738943
190	230	90	4.05738943
110	180	110	4.05738943
115	215	105	4.05738943
300	200	75	4.05738943
150	195	220	4.05738943
180	225	215	4.05738943
175	230	125	4.081476025
205	240	120	4.081476025
215	240	85	4.081476025
230	180	55	4.081476025
85	205	130	4.081476025
120	185	85	4.081476025
160	195	230	4.081476025
165	205	140	4.105562622
170	225	130	4.105562622
190	225	80	4.105562622
200	180	75	4.105562622
225	180	50	4.105562622
95	205	120	4.105562622
290	205	95	4.105562622
160	185	200	4.105562622
185	190	140	4.129649219
185	185	95	4.129649219
150	215	220	4.129649219
165	185	205	4.129649219
305	190	80	4.153735815
310	190	75	4.153735815
170	200	190	4.153735815
205	195	95	4.177822412
220	235	85	4.177822412
75	195	160	4.177822412
80	210	150	4.177822412
155	195	220	4.177822412
180	215	200	4.177822412
145	190	125	4.201909009
190	240	120	4.201909009
190	235	110	4.201909009
195	175	85	4.201909009
205	185	70	4.201909009
215	195	70	4.201909009
80	220	145	4.201909009
95	185	120	4.201909009
300	220	70	4.201909009
180	220	225	4.201909009
175	225	225	4.201909009
185	220	205	4.201909009
160	220	120	4.225995605
195	245	115	4.225995605
80	180	155	4.225995605
90	205	110	4.225995605
110	185	105	4.225995605
300	200	125	4.225995605
280	205	100	4.225995605
145	190	210	4.225995605
180	200	130	4.250082202
180	180	125	4.250082202
180	220	120	4.250082202
185	190	120	4.250082202
160	195	110	4.250082202
210	240	110	4.250082202
205	175	80	4.250082202
205	215	65	4.250082202
70	200	165	4.250082202
100	225	125	4.250082202
310	200	15	4.250082202
170	220	225	4.250082202
175	220	215	4.250082202
200	225	125	4.274168799
180	240	115	4.274168799
185	210	100	4.274168799
205	185	90	4.274168799
210	215	65	4.274168799
90	190	120	4.274168799
245	185	165	4.274168799
170	175	130	4.298255395
175	230	130	4.298255395
185	215	115	4.298255395
165	215	110	4.298255395
195	190	105	4.298255395
190	230	95	4.298255395
220	235	95	4.298255395
235	180	45	4.298255395
210	210	40	4.298255395
90	205	135	4.298255395
300	215	65	4.298255395
170	240	125	4.322341992
200	240	120	4.322341992
175	190	105	4.322341992
190	180	105	4.322341992
170	225	95	4.322341992
190	185	85	4.322341992
210	195	120	4.346428588
230	230	80	4.346428588
95	190	115	4.346428588
255	210	155	4.346428588
305	200	125	4.346428588
170	230	125	4.370515185
185	240	125	4.370515185
200	245	120	4.370515185
200	185	105	4.370515185
210	185	90	4.370515185
190	215	80	4.370515185
90	220	130	4.370515185
300	220	65	4.370515185
160	225	230	4.370515185
180	225	200	4.370515185
165	185	195	4.370515185
170	230	130	4.394601782
185	195	130	4.394601782
190	235	105	4.394601782
215	185	90	4.394601782
95	220	120	4.394601782
165	220	225	4.394601782
160	200	125	4.418688378
170	225	120	4.418688378
200	245	115	4.418688378
190	200	105	4.418688378
70	185	165	4.418688378
80	185	145	4.418688378
185	215	195	4.418688378
185	185	190	4.418688378
180	235	140	4.442774975
180	240	125	4.442774975
200	225	100	4.442774975
175	210	95	4.442774975
220	210	55	4.442774975
245	180	50	4.442774975
75	210	160	4.442774975
95	210	105	4.442774975
330	185	35	4.442774975
170	230	225	4.442774975
180	185	185	4.442774975
170	215	125	4.466861572
160	200	120	4.466861572
185	245	120	4.466861572
190	190	115	4.466861572
170	190	110	4.466861572
200	245	110	4.466861572
225	220	55	4.466861572
220	205	35	4.466861572
85	190	125	4.466861572
245	180	165	4.466861572
250	215	160	4.466861572
165	185	210	4.466861572
160	200	135	4.490948168
180	230	130	4.490948168
185	230	125	4.490948168
195	195	115	4.490948168
205	185	95	4.490948168
215	215	55	4.490948168
165	215	210	4.490948168
165	200	135	4.515034765
175	225	135	4.515034765
155	210	130	4.515034765
200	200	125	4.515034765
170	180	120	4.515034765
185	240	110	4.515034765
195	185	90	4.515034765
215	235	85	4.515034765
70	205	180	4.515034765
170	185	125	4.539121361
190	230	125	4.539121361
210	200	90	4.539121361
185	225	85	4.539121361
225	220	75	4.539121361
245	185	55	4.539121361
90	180	145	4.539121361
155	195	230	4.539121361
165	195	220	4.539121361
180	195	215	4.539121361
180	190	125	4.563207957
235	215	80	4.563207957
220	220	70	4.563207957
85	205	135	4.563207957
170	195	215	4.563207957
195	250	125	4.587294554
210	185	115	4.587294554
205	190	105	4.587294554
220	215	70	4.587294554
225	180	60	4.587294554
310	190	70	4.587294554
290	195	65	4.587294554
165	225	225	4.587294554
180	200	190	4.587294554
165	200	190	4.587294554
215	190	95	4.611381151
190	190	85	4.611381151
215	190	60	4.611381151
215	210	55	4.611381151
75	200	155	4.611381151
160	220	220	4.611381151
170	230	140	4.635467747
170	205	125	4.635467747
195	215	115	4.635467747
205	230	70	4.635467747
210	180	65	4.635467747
80	215	145	4.635467747
120	215	90	4.635467747
260	180	165	4.635467747
160	200	230	4.635467747
190	210	170	4.635467747
195	245	125	4.659554344
205	235	105	4.659554344
215	225	105	4.659554344
280	205	95	4.659554344
165	195	215	4.659554344
175	200	195	4.659554344
75	190	155	4.68364094
260	185	165	4.68364094
280	215	75	4.68364094
155	215	130	4.707727537
165	200	110	4.707727537
220	225	110	4.707727537
215	240	100	4.707727537
190	220	80	4.707727537
205	215	55	4.707727537
105	180	115	4.707727537
170	225	125	4.731814134
185	230	105	4.731814134
200	240	95	4.731814134
90	215	125	4.731814134
95	215	120	4.731814134
295	215	65	4.731814134
195	225	140	4.75590073
175	200	120	4.75590073
200	240	115	4.75590073
195	235	105	4.75590073
235	185	60	4.75590073
225	210	50	4.75590073
305	200	70	4.75590073
175	230	140	4.779987327
170	200	120	4.779987327
190	210	105	4.779987327
205	235	90	4.779987327
230	215	65	4.779987327
85	185	145	4.779987327
95	190	110	4.779987327
95	215	110	4.779987327
305	195	75	4.779987327
155	195	180	4.779987327
175	235	125	4.804073924
180	240	120	4.804073924
200	190	120	4.804073924
180	215	100	4.804073924
220	220	85	4.804073924
295	205	95	4.804073924
155	200	140	4.82816052
165	190	140	4.82816052
170	245	135	4.82816052
180	185	105	4.82816052
215	225	95	4.82816052
195	195	90	4.82816052
230	220	85	4.82816052
75	185	150	4.82816052
300	200	70	4.82816052
160	190	230	4.82816052
165	200	195	4.82816052
170	190	140	4.852247117
160	185	120	4.852247117
205	185	115	4.852247117
205	240	115	4.852247117
205	245	115	4.852247117
200	190	105	4.852247117
210	190	105	4.852247117
80	185	150	4.852247117
90	215	120	4.852247117
100	215	120	4.852247117
285	205	95	4.852247117
320	195	35	4.852247117
190	215	195	4.852247117
175	185	185	4.852247117
180	205	135	4.876333714
210	240	90	4.876333714
225	235	85	4.876333714
215	235	80	4.876333714
85	200	115	4.876333714
250	180	150	4.876333714
305	190	75	4.876333714
155	215	135	4.90042031
155	215	125	4.90042031
200	235	115	4.90042031
210	190	115	4.90042031
175	210	110	4.90042031
180	235	110	4.90042031
315	195	35	4.90042031
160	190	130	4.924506907
190	250	125	4.924506907
165	220	100	4.924506907
175	230	100	4.924506907
195	195	95	4.924506907
225	210	55	4.924506907
70	215	165	4.924506907
85	190	135	4.924506907
305	190	50	4.924506907
325	195	35	4.924506907
180	205	210	4.924506907
185	210	180	4.924506907
200	200	105	4.948593504
200	190	60	4.948593504
80	180	150	4.948593504
80	195	140	4.948593504
255	180	150	4.948593504
175	240	125	4.972680099
160	195	120	4.972680099
175	215	110	4.972680099
190	230	100	4.972680099
200	225	70	4.972680099
200	220	65	4.972680099
75	210	145	4.972680099
295	205	90	4.972680099
175	205	220	4.972680099
155	185	125	4.996766696
155	200	120	4.996766696
205	195	100	4.996766696
200	185	90	4.996766696
230	220	70	4.996766696
140	215	230	4.996766696
170	180	115	5.020853293
205	195	110	5.020853293
210	240	95	5.020853293
95	200	105	5.020853293
180	230	140	5.044939889
185	250	135	5.044939889
180	215	125	5.044939889
195	185	105	5.044939889
235	175	50	5.044939889
70	190	180	5.044939889
85	235	180	5.044939889
75	215	160	5.044939889
85	180	145	5.044939889
280	195	90	5.044939889
310	215	55	5.044939889
150	215	230	5.044939889
175	205	225	5.044939889
175	225	220	5.044939889
175	185	120	5.069026486
205	195	120	5.069026486
175	180	115	5.069026486
170	180	110	5.069026486
175	185	105	5.069026486
205	240	95	5.069026486
205	195	85	5.069026486
215	190	85	5.069026486
80	210	140	5.069026486
85	210	140	5.069026486
300	205	65	5.069026486
175	195	215	5.069026486
160	190	210	5.069026486
190	225	200	5.069026486
175	240	135	5.093113082
175	240	120	5.093113082
170	215	100	5.093113082
190	185	95	5.093113082
210	230	95	5.093113082
190	180	85	5.093113082
120	215	85	5.093113082
195	215	195	5.093113082
180	200	195	5.093113082
170	215	130	5.117199679
150	210	125	5.117199679
215	230	65	5.117199679
250	180	165	5.117199679
165	215	235	5.117199679
180	205	220	5.117199679
170	190	215	5.117199679
170	200	135	5.141286276
170	220	130	5.141286276
185	230	110	5.141286276
190	195	100	5.141286276
180	225	95	5.141286276
190	195	90	5.141286276
220	185	90	5.141286276
190	175	85	5.141286276
260	220	165	5.141286276
315	195	60	5.141286276
165	185	130	5.165372872
170	235	120	5.165372872
200	230	90	5.165372872
205	190	85	5.165372872
220	225	85	5.165372872
210	190	55	5.165372872
85	195	135	5.165372872
170	185	195	5.165372872
165	190	130	5.189459469
185	185	115	5.189459469
200	185	65	5.189459469
205	220	65	5.189459469
205	190	60	5.189459469
175	210	225	5.189459469
185	245	135	5.213546066
170	200	115	5.213546066
200	180	115	5.213546066
180	185	110	5.213546066
185	235	110	5.213546066
215	205	95	5.213546066
200	225	90	5.213546066
210	185	70	5.213546066
180	230	125	5.237632662
215	225	85	5.237632662
85	210	125	5.237632662
115	190	100	5.237632662
115	180	95	5.237632662
285	200	90	5.237632662
165	185	200	5.237632662
185	235	140	5.261719259
155	190	125	5.261719259
180	190	120	5.261719259
195	210	120	5.261719259
185	220	115	5.261719259
165	225	110	5.261719259
220	185	65	5.261719259
215	205	40	5.261719259
295	200	130	5.261719259
185	225	215	5.261719259
165	185	140	5.285805856
175	205	130	5.285805856
210	245	110	5.285805856
