x	y	z	g
200	225	105	48.9639959
235	180	195	48.9639959
295	220	220	48.9639959
445	195	230	48.9639959
360	220	80	49.56279271
220	190	110	49.56279271
205	225	240	49.56279271
185	220	235	49.56279271
180	215	205	49.56279271
315	225	240	49.56279271
400	230	240	49.56279271
305	205	100	49.56279271
345	240	80	50.16158952
225	190	105	50.16158952
225	185	235	50.16158952
245	180	180	50.16158952
295	230	260	50.16158952
340	195	255	50.16158952
300	230	250	50.16158952
180	245	110	50.7603863
235	195	95	50.7603863
255	180	185	50.7603863
290	250	255	50.7603863
300	230	255	50.7603863
335	195	255	50.7603863
305	220	220	50.7603863
195	210	55	51.3591831
450	195	225	51.3591831
370	225	105	51.95797991
355	215	70	51.95797991
230	195	120	51.95797991
240	195	90	51.95797991
185	220	220	51.95797991
295	230	250	51.95797991
315	225	245	51.95797991
295	225	240	51.95797991
310	225	240	51.95797991
410	175	235	51.95797991
360	245	105	52.55677672
345	220	75	52.55677672
195	225	105	52.55677672
220	190	100	52.55677672
235	185	240	52.55677672
200	220	200	52.55677672
295	225	100	52.55677672
310	220	90	52.55677672
375	215	70	53.15557353
220	180	65	53.15557353
295	235	255	53.15557353
370	195	45	53.75437033
160	240	100	53.75437033
220	215	85	53.75437033
235	180	200	53.75437033
305	225	230	53.75437033
290	235	100	53.75437033
450	200	240	53.75437033
350	235	100	54.35316714
395	195	90	54.35316714
355	210	40	54.35316714
240	180	200	54.35316714
240	175	185	54.35316714
430	205	250	54.35316714
350	215	70	54.95196395
245	175	200	54.95196395
230	180	190	54.95196395
340	185	205	54.95196395
385	195	90	55.55076075
205	200	25	55.55076075
225	185	225	55.55076075
445	195	225	55.55076075
225	205	110	56.14955756
255	175	185	56.14955756
330	195	255	56.14955756
300	220	220	56.14955756
395	235	240	56.14955756
360	230	95	56.74835437
210	185	225	56.74835437
300	230	275	56.74835437
450	190	220	56.74835437
415	175	240	56.74835437
205	175	210	57.34715118
250	180	180	57.34715118
300	225	100	57.34715118
240	180	205	57.94594798
235	180	190	57.94594798
300	230	260	57.94594798
340	180	200	57.94594798
360	230	100	58.54474479
360	240	100	58.54474479
310	225	250	58.54474479
305	225	235	58.54474479
335	185	195	58.54474479
355	225	95	59.1435416
365	220	70	59.1435416
360	215	60	59.1435416
175	240	95	59.1435416
185	220	80	59.1435416
205	230	250	59.1435416
210	175	210	59.1435416
425	225	220	59.1435416
310	230	245	59.7423384
360	230	105	60.34113521
365	220	75	60.34113521
185	230	115	60.34113521
170	240	105	60.34113521
170	245	100	60.34113521
180	230	100	60.34113521
310	225	255	60.34113521
300	225	230	60.34113521
230	195	115	60.93993202
225	200	105	60.93993202
180	220	235	60.93993202
295	225	230	60.93993202
310	205	100	60.93993202
375	230	105	61.5387288
185	210	190	61.5387288
305	230	280	61.5387288
295	220	225	61.5387288
295	215	210	61.5387288
290	225	105	61.5387288
385	185	70	62.13752561
360	210	40	62.13752561
195	225	100	62.13752561
200	195	235	62.13752561
300	240	255	62.13752561
315	225	260	62.73632241
295	230	245	62.73632241
295	230	255	63.33511922
295	230	240	63.33511922
310	220	220	63.33511922
375	225	100	63.93391603
360	220	70	63.93391603
370	215	70	63.93391603
200	225	80	63.93391603
220	180	55	63.93391603
355	210	240	63.93391603
355	245	105	64.53271284
220	185	235	64.53271284
310	230	250	64.53271284
335	190	220	64.53271284
310	205	180	64.53271284
440	200	250	64.53271284
370	225	100	65.13150964
370	225	85	65.13150964
210	220	90	65.13150964
195	225	80	65.13150964
205	215	75	65.13150964
190	215	205	65.13150964
365	200	55	65.73030645
425	225	245	65.73030645
445	195	240	65.73030645
340	235	115	66.32910326
210	225	105	66.32910326
210	205	40	66.32910326
295	255	255	66.32910326
390	230	245	66.32910326
290	225	75	66.32910326
430	215	225	66.32910326
355	220	50	66.92790006
175	205	210	66.92790006
295	240	255	66.92790006
310	225	245	66.92790006
240	180	185	67.52669687
230	200	105	68.12549368
310	225	265	68.12549368
310	225	230	68.12549368
355	230	100	68.72429049
175	235	80	68.72429049
295	235	275	68.72429049
400	225	235	68.72429049
355	240	100	69.32308729
365	195	45	69.32308729
165	245	105	69.32308729
215	180	60	69.32308729
215	180	55	69.32308729
300	235	275	69.32308729
285	235	225	69.32308729
360	210	240	69.32308729
430	205	260	69.32308729
430	220	230	69.32308729
450	195	230	69.32308729
445	190	215	69.32308729
445	190	205	69.32308729
345	240	105	69.9218841
305	220	90	69.9218841
440	195	250	69.9218841
225	205	120	70.52068091
175	240	110	70.52068091
195	215	75	70.52068091
200	220	225	70.52068091
240	185	215	70.52068091
235	180	205	70.52068091
250	175	185	70.52068091
295	220	80	70.52068091
370	230	105	71.11947771
170	245	105	71.11947771
185	240	100	71.11947771
185	215	220	71.11947771
295	245	260	71.11947771
310	215	210	71.11947771
290	230	90	71.11947771
360	205	90	71.71827452
215	220	70	71.71827452
185	225	235	71.71827452
190	220	235	71.71827452
305	230	260	71.71827452
315	225	255	71.71827452
285	240	240	71.71827452
340	185	220	71.71827452
445	200	245	71.71827452
380	225	105	72.31707133
370	220	75	72.31707133
365	215	70	72.31707133
215	220	90	72.31707133
190	220	85	72.31707133
295	240	275	72.31707133
340	195	260	72.31707133
445	190	200	72.31707133
345	215	70	72.91586811
205	210	55	72.91586811
200	180	210	72.91586811
330	190	220	72.91586811
440	200	245	72.91586811
190	225	100	73.51466492
235	195	90	73.51466492
240	190	65	73.51466492
280	240	240	73.51466492
395	230	245	73.51466492
380	185	70	74.11346172
350	215	35	74.11346172
215	220	80	74.11346172
200	215	75	74.11346172
235	180	180	74.11346172
435	220	230	74.11346172
350	220	45	74.71225853
200	175	210	74.71225853
200	215	205	74.71225853
255	180	180	74.71225853
335	185	205	74.71225853
340	185	195	74.71225853
385	200	100	75.31105534
200	230	115	75.31105534
235	190	65	75.31105534
175	225	235	75.31105534
240	180	180	75.31105534
305	225	245	75.31105534
290	230	240	75.31105534
295	225	215	75.31105534
395	225	235	75.31105534
285	230	90	75.31105534
445	195	245	75.31105534
365	240	100	75.90985215
385	190	85	75.90985215
365	215	60	75.90985215
220	215	90	75.90985215
180	225	75	75.90985215
210	215	70	75.90985215
205	215	55	75.90985215
195	175	210	75.90985215
180	240	95	76.50864895
240	175	200	76.50864895
305	225	240	76.50864895
440	195	215	76.50864895
350	245	105	77.10744576
180	220	220	77.10744576
235	185	215	77.10744576
290	245	265	77.10744576
310	225	235	77.10744576
290	220	90	77.10744576
205	220	85	77.70624257
315	225	265	77.70624257
420	220	205	77.70624257
380	195	85	78.30503937
185	230	100	78.30503937
195	185	205	78.30503937
165	235	85	78.90383618
200	190	225	78.90383618
195	220	200	78.90383618
305	230	270	78.90383618
320	225	255	78.90383618
370	225	90	79.50263299
375	220	85	79.50263299
350	220	50	79.50263299
190	230	115	79.50263299
220	210	80	79.50263299
240	190	80	79.50263299
205	200	230	79.50263299
170	200	205	79.50263299
285	235	95	79.50263299
290	225	90	79.50263299
420	175	240	79.50263299
365	220	90	80.1014298
345	210	50	80.1014298
235	190	80	80.1014298
210	180	215	80.1014298
205	215	210	80.1014298
335	185	220	80.1014298
195	230	115	80.7002266
180	240	110	80.7002266
175	245	100	80.7002266
190	220	80	80.7002266
220	185	75	80.7002266
200	215	60	80.7002266
345	180	185	80.7002266
430	225	220	80.7002266
380	225	100	81.29902341
385	215	80	81.29902341
180	220	70	81.29902341
195	190	225	81.29902341
200	175	215	81.29902341
240	180	190	81.29902341
300	240	250	81.29902341
300	215	210	81.29902341
425	220	230	81.29902341
360	215	70	81.89782022
170	240	95	81.89782022
185	225	220	81.89782022
210	210	195	81.89782022
310	230	260	81.89782022
300	225	95	81.89782022
440	205	255	81.89782022
375	220	95	82.49661702
345	210	20	82.49661702
160	250	110	82.49661702
165	235	90	82.49661702
210	215	75	82.49661702
315	215	210	82.49661702
345	180	180	82.49661702
340	240	115	83.09541383
165	240	100	83.09541383
220	225	80	83.09541383
185	220	75	83.09541383
200	235	245	83.09541383
195	175	215	83.09541383
235	175	200	83.09541383
290	235	255	83.09541383
270	235	115	83.09541383
365	225	95	83.69421061
370	220	85	83.69421061
340	220	75	83.69421061
190	210	55	83.69421061
185	230	235	83.69421061
315	205	90	83.69421061
295	225	75	83.69421061
375	195	45	84.29300742
165	240	85	84.29300742
240	195	85	84.29300742
215	185	70	84.29300742
240	190	70	84.29300742
400	225	230	84.29300742
310	205	90	84.29300742
445	200	240	84.29300742
240	190	75	84.89180423
190	220	65	84.89180423
335	185	215	84.89180423
305	225	95	84.89180423
295	225	85	84.89180423
295	220	75	84.89180423
380	200	100	85.49060103
355	230	95	85.49060103
210	190	80	85.49060103
215	185	75	85.49060103
225	185	75	85.49060103
220	180	60	85.49060103
195	220	205	85.49060103
290	225	235	85.49060103
395	195	85	86.08939784
355	215	65	86.08939784
345	225	50	86.08939784
205	220	95	86.08939784
200	220	90	86.08939784
205	230	245	86.08939784
190	225	235	86.08939784
195	220	225	86.08939784
290	225	230	86.08939784
290	240	230	86.08939784
310	215	205	86.08939784
450	195	240	86.08939784
225	195	115	86.68819465
205	220	80	86.68819465
200	230	240	86.68819465
200	225	235	86.68819465
205	180	215	86.68819465
355	235	100	87.28699146
365	230	100	87.28699146
380	195	45	87.28699146
165	250	110	87.28699146
225	190	100	87.28699146
180	235	95	87.28699146
220	185	80	87.28699146
230	180	205	87.28699146
230	180	200	87.28699146
205	200	150	87.28699146
295	235	100	87.28699146
365	230	105	87.88578826
365	205	75	87.88578826
380	215	75	87.88578826
215	195	95	87.88578826
205	220	90	87.88578826
305	230	265	87.88578826
295	225	235	87.88578826
400	220	225	87.88578826
280	235	105	87.88578826
360	235	100	88.48458507
345	240	85	88.48458507
360	210	45	88.48458507
205	235	110	88.48458507
180	230	75	88.48458507
220	185	70	88.48458507
435	200	265	88.48458507
360	225	95	89.08338188
365	230	95	89.08338188
215	180	215	89.08338188
305	225	265	89.08338188
385	235	235	89.08338188
215	215	90	89.68217868
340	185	210	89.68217868
435	205	260	89.68217868
430	225	225	89.68217868
175	245	105	90.28097549
190	175	215	90.28097549
330	185	220	90.28097549
305	215	205	90.28097549
305	215	75	90.28097549
360	225	90	90.8797723
380	185	60	90.8797723
355	215	55	90.8797723
350	210	50	90.8797723
180	245	105	90.8797723
185	230	230	90.8797723
205	220	220	90.8797723
195	180	210	90.8797723
210	190	200	90.8797723
220	205	70	91.47856911
200	185	210	91.47856911
340	195	250	91.47856911
365	215	110	92.07736591
395	215	95	92.07736591
375	220	80	92.07736591
370	200	60	92.07736591
220	195	115	92.07736591
230	195	90	92.07736591
205	215	70	92.07736591
175	220	235	92.07736591
185	225	230	92.07736591
300	215	205	92.07736591
395	225	230	92.07736591
435	200	245	92.07736591
170	250	115	92.67616272
205	230	115	92.67616272
175	245	110	92.67616272
170	235	90	92.67616272
220	190	235	92.67616272
245	185	215	92.67616272
195	185	210	92.67616272
320	225	250	92.67616272
315	210	195	92.67616272
215	215	75	93.27495953
190	215	70	93.27495953
255	245	120	93.27495953
370	220	120	93.87375633
390	195	85	93.87375633
360	225	80	93.87375633
225	200	125	93.87375633
240	185	55	93.87375633
195	225	235	93.87375633
185	185	230	93.87375633
190	230	230	93.87375633
190	180	210	93.87375633
195	215	205	93.87375633
305	205	235	93.87375633
330	190	235	93.87375633
170	240	85	94.47255312
230	180	195	94.47255312
290	240	260	94.47255312
375	200	100	95.07134992
215	185	55	95.07134992
190	225	220	95.07134992
200	180	215	95.07134992
225	180	190	95.07134992
390	215	85	95.67014673
170	245	110	95.67014673
185	185	235	95.67014673
305	225	255	95.67014673
285	235	105	95.67014673
305	210	105	95.67014673
300	220	90	95.67014673
365	225	105	96.26894354
370	200	55	96.26894354
215	215	85	96.26894354
215	215	70	96.26894354
225	185	230	96.26894354
300	220	60	96.26894354
385	195	85	96.86774034
360	215	65	96.86774034
210	220	95	96.86774034
175	235	85	96.86774034
215	190	75	96.86774034
230	190	65	96.86774034
205	195	235	96.86774034
290	235	95	96.86774034
360	220	90	97.46653715
365	225	90	97.46653715
355	220	70	97.46653715
240	190	60	97.46653715
175	185	220	97.46653715
205	185	210	97.46653715
215	195	210	97.46653715
300	220	80	97.46653715
395	190	75	98.06533396
345	220	45	98.06533396
215	185	60	98.06533396
170	205	210	98.06533396
190	185	205	98.06533396
435	205	250	98.06533396
435	220	220	98.06533396
370	220	90	98.66413077
365	220	80	98.66413077
185	220	90	98.66413077
200	225	85	98.66413077
205	230	85	98.66413077
180	225	225	98.66413077
205	215	205	98.66413077
295	240	250	98.66413077
325	190	235	98.66413077
285	225	90	98.66413077
195	220	100	99.26292757
170	190	220	99.26292757
245	185	205	99.26292757
295	215	205	99.26292757
400	220	230	99.26292757
280	225	95	99.26292757
350	235	105	99.86172438
175	235	95	99.86172438
235	190	70	99.86172438
190	230	235	99.86172438
235	180	185	99.86172438
210	210	180	99.86172438
300	215	75	99.86172438
360	230	110	100.4605212
215	190	85	100.4605212
290	230	85	100.4605212
355	230	110	101.059318
370	215	110	101.059318
210	225	100	101.059318
185	230	80	101.059318
210	210	55	101.059318
175	190	215	101.059318
335	195	240	101.059318
260	240	120	101.059318
380	225	95	101.6581148
355	225	90	101.6581148
330	230	80	101.6581148
360	225	65	101.6581148
375	185	60	101.6581148
185	220	95	101.6581148
190	215	220	101.6581148
300	230	265	101.6581148
285	245	260	101.6581148
395	230	240	101.6581148
320	205	90	101.6581148
300	220	75	101.6581148
355	235	110	102.2569116
375	220	90	102.2569116
215	195	100	102.2569116
215	185	230	102.2569116
175	220	220	102.2569116
340	185	215	102.2569116
390	235	240	102.2569116
425	225	230	102.2569116
355	215	60	102.8557084
195	230	125	102.8557084
370	200	245	102.8557084
295	220	65	102.8557084
420	225	245	102.8557084
370	230	90	103.4545052
185	225	90	103.4545052
235	195	75	103.4545052
200	225	240	103.4545052
175	210	205	103.4545052
245	180	190	103.4545052
305	210	195	103.4545052
355	210	235	103.4545052
215	190	80	104.053302
205	215	60	104.053302
180	220	55	104.053302
165	190	225	104.053302
245	180	205	104.053302
220	205	175	104.053302
305	230	275	104.053302
310	225	275	104.053302
310	225	260	104.053302
285	245	250	104.053302
370	215	120	104.6520988
375	215	75	104.6520988
210	195	100	104.6520988
215	210	80	104.6520988
200	215	70	104.6520988
300	215	195	104.6520988
430	215	210	104.6520988
215	195	110	105.2508956
190	230	105	105.2508956
170	235	85	105.2508956
220	180	50	105.2508956
300	235	260	105.2508956
375	195	85	105.8496924
200	220	70	105.8496924
210	200	230	105.8496924
185	225	225	105.8496924
245	185	195	105.8496924
310	220	215	105.8496924
190	215	80	106.4484892
175	220	70	106.4484892
305	225	100	106.4484892
345	235	120	107.047286
375	225	90	107.047286
360	200	55	107.047286
375	200	55	107.047286
200	225	120	107.047286
225	180	200	107.047286
305	215	210	107.047286
445	195	215	107.047286
425	210	190	107.047286
380	220	85	107.6460828
195	215	70	107.6460828
215	190	235	107.6460828
215	190	200	107.6460828
305	225	275	107.6460828
300	210	195	107.6460828
440	195	255	107.6460828
365	225	100	108.2448797
350	210	35	108.2448797
225	185	80	108.2448797
235	185	55	108.2448797
210	180	205	108.2448797
200	215	190	108.2448797
290	230	210	108.2448797
345	180	205	108.2448797
355	220	85	108.8436765
365	200	60	108.8436765
290	235	245	108.8436765
300	225	245	108.8436765
435	205	245	108.8436765
430	225	235	108.8436765
325	190	225	109.4424733
345	185	205	109.4424733
435	215	225	109.4424733
170	240	100	110.0412701
190	220	220	110.0412701
185	180	215	110.0412701
205	215	195	110.0412701
305	225	250	110.0412701
335	185	210	110.0412701
345	245	105	110.6400669
155	240	95	110.6400669
170	215	225	110.6400669
175	215	220	110.6400669
315	225	270	110.6400669
335	195	265	110.6400669
295	215	75	110.6400669
430	205	255	110.6400669
370	215	115	111.2388637
190	220	95	111.2388637
195	220	95	111.2388637
235	185	200	111.2388637
310	210	190	111.2388637
430	225	230	111.2388637
365	235	100	111.8376605
385	195	45	111.8376605
185	230	105	111.8376605
175	190	210	111.8376605
175	215	210	111.8376605
215	180	205	111.8376605
290	235	230	111.8376605
315	215	205	111.8376605
220	220	90	112.4364573
215	185	80	112.4364573
305	220	225	112.4364573
405	220	230	112.4364573
345	235	90	113.0352541
375	200	60	113.0352541
210	195	95	113.0352541
185	220	85	113.0352541
210	220	85	113.0352541
195	195	230	113.0352541
300	225	235	113.0352541
310	220	230	113.0352541
350	215	60	113.6340509
215	205	130	113.6340509
220	205	110	113.6340509
195	215	80	113.6340509
170	215	220	113.6340509
180	215	220	113.6340509
290	240	255	113.6340509
290	245	255	113.6340509
335	195	250	113.6340509
295	235	95	113.6340509
280	225	90	113.6340509
440	205	245	113.6340509
185	225	95	114.2328477
165	240	90	114.2328477
180	235	85	114.2328477
170	235	80	114.2328477
230	190	80	114.2328477
165	200	215	114.2328477
250	180	190	114.2328477
370	235	105	114.8316445
225	190	55	114.8316445
395	230	250	114.8316445
310	220	85	114.8316445
350	240	105	115.4304413
360	205	75	115.4304413
355	210	45	115.4304413
360	195	45	115.4304413
185	235	90	115.4304413
195	220	80	115.4304413
295	230	265	115.4304413
310	210	195	115.4304413
385	235	250	115.4304413
305	205	105	115.4304413
435	220	225	115.4304413
200	190	200	116.0292381
340	180	190	116.0292381
305	215	70	116.0292381
295	215	50	116.0292381
365	205	85	116.6280349
205	225	80	116.6280349
190	230	240	116.6280349
200	220	205	116.6280349
335	200	265	116.6280349
285	225	210	116.6280349
435	215	210	116.6280349
445	190	210	116.6280349
400	215	95	117.2268317
185	240	115	117.2268317
235	195	85	117.2268317
185	220	70	117.2268317
165	240	95	117.8256285
190	225	80	117.8256285
175	200	205	117.8256285
320	200	90	117.8256285
390	215	95	118.4244253
365	205	90	118.4244253
365	225	85	118.4244253
345	215	65	118.4244253
200	220	105	118.4244253
235	195	100	118.4244253
225	190	95	118.4244253
190	215	75	118.4244253
235	175	190	118.4244253
365	215	115	119.0232222
350	225	65	119.0232222
160	240	95	119.0232222
205	195	225	119.0232222
215	190	225	119.0232222
340	240	85	119.622019
345	215	60	119.622019
360	200	60	119.622019
230	190	55	119.622019
190	185	235	119.622019
200	215	185	119.622019
295	230	235	119.622019
375	215	100	120.2208158
360	205	85	120.2208158
170	230	65	120.2208158
215	215	55	120.2208158
235	190	235	120.2208158
250	180	205	120.2208158
300	235	255	120.2208158
390	240	245	120.2208158
390	235	235	120.2208158
305	220	85	120.2208158
415	225	245	120.2208158
385	215	105	120.8196126
205	225	100	120.8196126
210	215	90	120.8196126
215	220	65	120.8196126
180	225	235	120.8196126
220	185	230	120.8196126
370	195	240	120.8196126
345	210	25	121.4184094
230	200	125	121.4184094
190	230	100	121.4184094
225	195	90	121.4184094
210	190	85	121.4184094
220	215	75	121.4184094
200	230	230	121.4184094
205	190	225	121.4184094
210	190	195	121.4184094
305	225	225	121.4184094
295	220	90	121.4184094
365	210	90	122.0172062
345	220	50	122.0172062
220	190	85	122.0172062
200	185	205	122.0172062
205	190	200	122.0172062
290	220	205	122.0172062
305	225	90	122.0172062
425	225	250	122.0172062
365	210	100	122.616003
200	225	125	122.616003
205	195	95	122.616003
190	220	75	122.616003
215	205	235	122.616003
200	225	230	122.616003
210	185	210	122.616003
300	225	255	122.616003
440	195	245	122.616003
370	230	100	123.2147998
220	205	120	123.2147998
195	225	110	123.2147998
195	190	200	123.2147998
195	180	195	123.2147998
300	225	225	123.2147998
440	200	240	123.2147998
420	215	195	123.2147998
355	225	80	123.8135966
215	205	115	123.8135966
220	185	205	123.8135966
215	205	180	123.8135966
430	220	225	123.8135966
350	240	110	124.4123934
370	215	100	124.4123934
370	230	95	124.4123934
165	245	110	124.4123934
195	225	85	124.4123934
190	215	65	124.4123934
190	215	60	124.4123934
200	225	225	124.4123934
220	190	200	124.4123934
300	230	235	124.4123934
430	220	220	124.4123934
340	210	50	125.0111902
195	210	60	125.0111902
180	210	195	125.0111902
340	185	200	125.0111902
345	235	110	125.609987
200	230	90	125.609987
215	195	65	125.609987
190	180	215	125.609987
205	215	190	125.609987
300	235	265	125.609987
290	230	235	125.609987
450	190	215	125.609987
190	220	70	126.2087838
180	205	210	126.2087838
190	190	200	126.2087838
370	220	95	126.8075806
370	215	75	126.8075806
345	225	65	126.8075806
195	230	120	126.8075806
195	215	65	126.8075806
175	220	55	126.8075806
190	220	230	126.8075806
200	195	225	126.8075806
210	190	225	126.8075806
300	220	225	126.8075806
275	235	105	126.8075806
445	205	240	126.8075806
360	215	115	127.4063774
360	220	85	127.4063774
385	185	60	127.4063774
220	215	95	127.4063774
225	195	95	127.4063774
220	220	80	127.4063774
210	220	70	127.4063774
190	185	210	127.4063774
330	195	160	127.4063774
385	235	240	127.4063774
295	230	85	127.4063774
195	225	115	128.0051742
165	235	80	128.0051742
215	220	185	128.0051742
295	230	225	128.0051742
280	225	210	128.0051742
315	205	175	128.0051742
450	190	205	128.0051742
385	240	250	128.603971
365	215	65	129.2027679
215	205	175	129.2027679
290	235	220	129.2027679
290	230	80	129.2027679
370	225	95	129.8015647
215	225	80	129.8015647
205	220	70	129.8015647
220	200	55	129.8015647
305	225	270	129.8015647
295	235	260	129.8015647
290	235	240	129.8015647
400	230	235	129.8015647
355	235	105	130.4003615
375	215	105	130.4003615
165	230	70	130.4003615
195	225	230	130.4003615
170	220	225	130.4003615
180	190	215	130.4003615
275	250	270	130.4003615
290	245	260	130.4003615
335	190	235	130.4003615
365	200	255	130.4003615
390	230	250	130.4003615
190	205	230	130.9991583
200	215	210	130.9991583
225	205	175	130.9991583
215	200	155	130.9991583
300	225	250	130.9991583
300	210	190	130.9991583
435	200	250	130.9991583
350	210	60	131.5979551
220	200	125	131.5979551
225	190	230	131.5979551
180	185	225	131.5979551
210	220	185	131.5979551
175	240	105	132.1967519
220	195	65	132.1967519
200	225	245	132.1967519
315	200	220	132.1967519
425	215	210	132.1967519
390	210	95	132.4604421
345	215	75	132.4604421
350	215	65	132.4604421
215	220	110	132.4604421
170	235	95	132.4604421
230	185	55	132.4604421
225	190	200	132.4604421
215	190	195	132.4604421
285	235	240	132.4604421
295	230	110	132.4604421
425	215	205	132.4604421
170	220	60	133.0592389
195	215	215	133.0592389
365	220	125	133.6580357
200	235	105	133.6580357
215	195	105	133.6580357
195	235	240	133.6580357
175	220	225	133.6580357
305	210	190	133.6580357
380	215	80	134.2568325
200	225	100	134.2568325
175	240	90	134.2568325
315	215	215	134.2568325
365	220	85	134.8556293
175	235	90	134.8556293
350	230	115	135.4544261
350	210	40	135.4544261
210	230	115	135.4544261
220	190	75	135.4544261
200	210	60	135.4544261
190	215	55	135.4544261
170	190	225	135.4544261
195	180	215	135.4544261
240	195	160	135.4544261
295	225	225	135.4544261
310	225	225	135.4544261
390	235	250	135.4544261
295	230	90	135.4544261
320	200	80	135.4544261
370	210	95	136.0532229
335	230	80	136.0532229
215	215	65	136.0532229
200	200	230	136.0532229
310	220	225	136.0532229
320	200	85	136.0532229
185	220	230	136.6520198
210	195	215	136.6520198
185	190	200	136.6520198
220	190	190	136.6520198
295	225	90	136.6520198
350	230	110	137.2508166
190	240	115	137.2508166
195	220	105	137.2508166
225	185	70	137.2508166
230	190	235	137.2508166
225	185	205	137.2508166
295	245	235	137.2508166
360	225	85	137.8496133
220	200	110	137.8496133
215	205	70	137.8496133
220	185	65	137.8496133
215	190	190	137.8496133
365	225	110	138.4484102
180	230	80	138.4484102
